OBJECTID,Class_Name,TXAR,TXAY,TXBP,TXCC,TXCF,TXCT,TXFR,TXGA,TXGF,TXHO,TXKW,TXLA,TXMM,TXOC,TXOR,TXPA,TXRO,TXSB,TXSR
51,High Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Medium Intensity Developed to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Medium Intensity Developed to High Intensity Developed,0,16,0,431,405,130,1,2,0,0,0,2,2,268,0,47,39,0,173
54,Medium Intensity Developed to Medium Intensity Developed,185,68702,2267,23384,37736,8896,22471,29869,1703,38528,165,2881,884,11110,1756,11071,8402,386,2470
55,Medium Intensity Developed to Low Intensity Developed,0,2,0,10,1,0,0,0,0,68,0,0,0,61,1,64,0,0,2
56,Medium Intensity Developed to Developed Open Space,0,202,0,12,8,0,1,8,0,17,0,0,0,2,0,43,0,0,0
57,Medium Intensity Developed to Cultivated,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
58,Medium Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Medium Intensity Developed to Grassland,0,9,0,0,3,0,0,0,0,3,1,0,0,0,0,5,1,0,0
60,Medium Intensity Developed to Deciduous Forest,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
61,Medium Intensity Developed to Evergreen Forest,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,Medium Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Medium Intensity Developed to Scrub/Shrub,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
64,Medium Intensity Developed to Palustrine Forested Wetland,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
65,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
66,Medium Intensity Developed to Palustrine Emergent Wetland,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
67,Medium Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Medium Intensity Developed to Estuarine Emergent Wetland,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,Medium Intensity Developed to Unconsolidated Shore,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,28,10,0,0
71,Medium Intensity Developed to Bare Land,0,29,0,9,58,5,8,16,0,29,27,0,0,10,0,74,34,0,9
72,Medium Intensity Developed to Water,0,27,7,0,0,1,4,6,0,4,0,0,0,86,1,0,0,0,5
73,Medium Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Medium Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Medium Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Medium Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Low Intensity Developed to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Low Intensity Developed to High Intensity Developed,0,20,0,160,232,58,0,12,0,2,0,6,0,270,0,35,9,0,178
79,Low Intensity Developed to Medium Intensity Developed,0,33,0,17,27,3,0,0,2,12,0,0,1,378,0,8,7,0,66
80,Low Intensity Developed to Low Intensity Developed,2000,57312,9340,17580,15266,6278,26700,14717,3333,43170,304,9116,3731,47283,9702,9980,13854,3460,7564
81,Low Intensity Developed to Developed Open Space,0,203,1,34,8,0,2,3,0,72,0,0,0,48,0,46,0,0,0
82,Low Intensity Developed to Cultivated,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
83,Low Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Low Intensity Developed to Grassland,0,92,0,0,5,1,0,0,0,29,3,0,0,0,0,9,8,0,0
85,Low Intensity Developed to Deciduous Forest,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,Low Intensity Developed to Evergreen Forest,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
87,Low Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Low Intensity Developed to Scrub/Shrub,0,0,0,0,2,3,0,0,0,0,0,0,0,5,0,1,0,0,0
89,Low Intensity Developed to Palustrine Forested Wetland,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
91,Low Intensity Developed to Palustrine Emergent Wetland,0,31,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
92,Low Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Low Intensity Developed to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Low Intensity Developed to Unconsolidated Shore,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,8,0,2
96,Low Intensity Developed to Bare Land,0,172,0,5,31,10,14,7,0,38,41,1,1,24,0,36,14,0,13
97,Low Intensity Developed to Water,0,59,9,0,0,0,17,8,0,20,0,0,0,32,1,0,0,0,25
98,Low Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Low Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Low Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Low Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Developed Open Space to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Developed Open Space to High Intensity Developed,0,439,0,263,421,58,15,54,0,147,0,11,0,146,0,54,32,0,54
104,Developed Open Space to Medium Intensity Developed,0,928,4,583,648,22,50,175,6,269,0,10,0,149,3,154,131,0,0
105,Developed Open Space to Low Intensity Developed,0,238,13,91,169,1,10,118,7,158,0,0,1,340,0,39,26,0,1
106,Developed Open Space to Developed Open Space,201,53909,227,26574,29504,1179,21318,7550,1992,44168,105,3215,1821,20706,4855,6752,10934,1117,134
107,Developed Open Space to Cultivated,0,0,0,105,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
108,Developed Open Space to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Developed Open Space to Grassland,0,62,0,0,3,1,0,0,0,42,7,0,0,1,0,19,4,0,0
110,Developed Open Space to Deciduous Forest,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Developed Open Space to Evergreen Forest,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
112,Developed Open Space to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
113,Developed Open Space to Scrub/Shrub,0,0,0,95,172,19,0,0,0,0,1,6,0,9,0,56,123,0,0
114,Developed Open Space to Palustrine Forested Wetland,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Developed Open Space to Palustrine Scrub/Shrub Wetland,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
116,Developed Open Space to Palustrine Emergent Wetland,0,34,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
117,Developed Open Space to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Developed Open Space to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Developed Open Space to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Developed Open Space to Unconsolidated Shore,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,1,3,0,0
121,Developed Open Space to Bare Land,0,113,0,4,8,0,11,0,0,116,154,0,3,32,0,29,3,0,1
122,Developed Open Space to Water,0,70,0,0,3,0,11,22,4,9,0,0,0,1,0,0,0,0,0
123,Developed Open Space to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Developed Open Space to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Developed Open Space to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Developed Open Space to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Cultivated to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Cultivated to High Intensity Developed,0,4,0,408,197,0,0,0,0,42,0,7,0,7,0,0,3,0,0
129,Cultivated to Medium Intensity Developed,0,24,0,743,1752,0,0,0,4,106,0,41,7,13,17,0,0,0,0
130,Cultivated to Low Intensity Developed,0,123,0,998,926,0,1,0,2,159,0,13,4,17,31,0,0,0,0
131,Cultivated to Developed Open Space,0,66,0,1113,1057,0,0,0,1,87,0,1,4,6,25,0,0,0,0
132,Cultivated to Cultivated,29906,1247,6154,223433,5383,380,2176,623,92693,14875,2,119848,25631,9751,11476,202,22614,3812,554
133,Cultivated to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Cultivated to Grassland,0,383,0,130,20,0,0,0,0,0,1,0,0,1,0,0,262,0,0
135,Cultivated to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Cultivated to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Cultivated to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Cultivated to Scrub/Shrub,0,0,0,31,4,0,0,0,43,6,0,1069,0,86,0,0,33,0,0
139,Cultivated to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Cultivated to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Cultivated to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
142,Cultivated to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Cultivated to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Cultivated to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
145,Cultivated to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Cultivated to Bare Land,0,0,0,217,116,0,0,0,0,2,2,50,0,13,0,2,12,0,54
147,Cultivated to Water,0,0,16,48,0,0,11,0,6,18,0,122,0,0,1,0,0,0,8
148,Cultivated to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Cultivated to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Cultivated to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Cultivated to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Pasture/Hay to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Pasture/Hay to High Intensity Developed,0,794,13,25,5,0,20,6,2,338,0,0,0,103,20,0,0,0,4
154,Pasture/Hay to Medium Intensity Developed,0,1232,13,59,20,0,12,0,4,451,0,0,0,156,3,3,1,0,4
155,Pasture/Hay to Low Intensity Developed,0,1179,249,73,64,0,3,16,4,711,0,0,0,670,27,0,0,0,120
156,Pasture/Hay to Developed Open Space,0,1410,25,103,59,0,0,4,9,846,0,0,0,198,7,1,1,0,2
157,Pasture/Hay to Cultivated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Pasture/Hay to Pasture/Hay,13574,43035,10308,17327,238,48,18870,2043,117997,69506,1,3579,37957,64988,57490,1380,11853,24141,10153
159,Pasture/Hay to Grassland,0,35,0,19,9,0,0,0,0,0,0,9,0,9,0,4,27,0,0
160,Pasture/Hay to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Pasture/Hay to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
162,Pasture/Hay to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Pasture/Hay to Scrub/Shrub,0,61,0,7,2,0,0,0,229,59,0,15,0,212,140,3,36,0,6
164,Pasture/Hay to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Pasture/Hay to Palustrine Scrub/Shrub Wetland,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,Pasture/Hay to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
167,Pasture/Hay to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Pasture/Hay to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Pasture/Hay to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
170,Pasture/Hay to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
171,Pasture/Hay to Bare Land,0,321,0,13,6,0,9,0,0,64,0,1,0,29,3,4,12,0,99
172,Pasture/Hay to Water,0,29,40,0,0,1,1,28,15,116,0,7,0,22,3,0,0,0,83
173,Pasture/Hay to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,Pasture/Hay to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Pasture/Hay to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Pasture/Hay to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Grassland to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Grassland to High Intensity Developed,0,190,0,150,114,14,15,22,0,97,0,2,0,13,7,88,16,0,254
179,Grassland to Medium Intensity Developed,0,410,8,158,448,13,76,27,0,124,5,3,5,33,0,143,77,0,68
180,Grassland to Low Intensity Developed,0,415,36,39,169,21,47,41,0,148,23,8,39,289,21,69,30,0,54
181,Grassland to Developed Open Space,0,551,1,223,1062,3,56,8,0,133,39,0,4,140,46,477,147,0,1
182,Grassland to Cultivated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Grassland to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
184,Grassland to Grassland,25514,19947,727,12565,28111,13595,27406,6504,16977,17703,110684,34942,39360,9906,17380,20669,30948,21869,2897
185,Grassland to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Grassland to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0
187,Grassland to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Grassland to Scrub/Shrub,3,83,0,1268,4438,1822,37,0,22,10,13673,10950,62,818,386,1178,5206,0,0
189,Grassland to Palustrine Forested Wetland,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Grassland to Palustrine Scrub/Shrub Wetland,0,2,0,25,3,68,0,0,0,0,0,34,22,0,0,9,7,1,0
191,Grassland to Palustrine Emergent Wetland,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Grassland to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Grassland to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
194,Grassland to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Grassland to Unconsolidated Shore,0,0,0,17,15,138,0,0,0,1,0,122,0,0,0,16,8,0,3
196,Grassland to Bare Land,0,82,0,693,773,65,152,1,0,35,4427,78,0,7,2,778,636,0,159
197,Grassland to Water,0,12,2,0,2,0,81,0,2,60,0,0,4,30,0,23,9,0,194
198,Grassland to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Grassland to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,Grassland to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Grassland to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Deciduous Forest to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Deciduous Forest to High Intensity Developed,0,255,0,9,29,1,3,2,0,74,0,0,0,1,4,63,13,0,0
204,Deciduous Forest to Medium Intensity Developed,0,554,0,50,99,0,11,1,0,149,0,0,0,4,0,197,193,0,0
205,Deciduous Forest to Low Intensity Developed,1,562,0,70,120,2,21,1,0,228,0,0,0,24,8,39,118,0,0
206,Deciduous Forest to Developed Open Space,0,698,0,5,16,0,11,2,0,222,0,0,3,3,18,17,6,0,0
207,Deciduous Forest to Cultivated,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,55,12,0,0
208,Deciduous Forest to Pasture/Hay,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
209,Deciduous Forest to Grassland,94,260,0,23,138,3,25,14,37,427,1,5,43,0,6,504,261,18,0
210,Deciduous Forest to Deciduous Forest,16391,24374,58,7548,5739,961,12605,323,5725,26583,282,2224,6449,1431,6644,28918,26754,10983,55
211,Deciduous Forest to Evergreen Forest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,94,0,0
212,Deciduous Forest to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Deciduous Forest to Scrub/Shrub,281,30,0,5,60,1,0,0,0,210,0,7,0,34,8,232,298,0,0
214,Deciduous Forest to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Deciduous Forest to Palustrine Scrub/Shrub Wetland,0,19,0,0,0,0,1,0,0,9,0,0,109,35,29,0,0,0,2
216,Deciduous Forest to Palustrine Emergent Wetland,0,8,0,0,0,0,1,0,0,30,0,0,5,6,19,0,0,0,0
217,Deciduous Forest to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Deciduous Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Deciduous Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Deciduous Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
221,Deciduous Forest to Bare Land,0,3,0,7,25,0,37,0,0,10,2,0,0,4,0,299,82,0,0
222,Deciduous Forest to Water,0,59,0,0,0,0,10,0,0,47,0,0,0,0,0,29,1,0,0
223,Deciduous Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Deciduous Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Deciduous Forest to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Deciduous Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Evergreen Forest to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Evergreen Forest to High Intensity Developed,0,134,0,0,0,0,0,2,0,23,0,0,0,27,2,0,0,0,0
229,Evergreen Forest to Medium Intensity Developed,0,125,0,0,0,0,10,0,0,16,0,0,0,37,0,2,0,0,0
230,Evergreen Forest to Low Intensity Developed,0,115,0,8,0,0,19,0,0,26,0,0,0,150,2,0,0,0,0
231,Evergreen Forest to Developed Open Space,0,135,0,0,0,0,4,0,0,15,0,0,0,107,11,1,0,0,0
232,Evergreen Forest to Cultivated,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Evergreen Forest to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Evergreen Forest to Grassland,43,199,0,7,13,0,64,0,13,31,0,0,37,132,64,24,31,12,0
