OBJECTID,LABEL,FLAB,FLAL,FLBA,FLBI,FLCE,FLCK,FLCO,FLCR,FLDB,FLDC,FLFD,FLFG,FLFL,FLFM,FLFP,FLJD,FLKD,FLKL,FLKW,FLLK,FLLO,FLMI,FLMT,FLNA,FLNP,FLNR,FLPI,FLPR,FLSA,FLSB,FLSC,FLSP,FLSR,FLST,FLTA,FLTT,FLVE,FLWP
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dense Mangrove,3,965,8130,12357,71536,109,2247,117,1,2778,1382,154,303,26524,9921,3189,6782,10378,10654,11653,507,3242,1098,7685,1989,492,6838,13329,548,3749,13225,7169,1067,6619,43,94815,1217,266
3,Open Mangrove,178,2736,8603,11285,47582,311,2021,991,5,1852,704,272,439,36531,565,362,4138,3167,9469,5343,3323,7680,813,16706,1405,2583,7646,17308,229,747,8997,5338,1193,737,451,60125,1532,171
4,Open Water,58855,61877,147670,150205,322960,221521,203137,58464,32650,98821,253220,10415,7799,169603,74652,58326,40707,477629,385208,423663,40607,187950,56764,165223,179847,127670,45546,178163,41661,84469,241742,192547,150851,126723,47086,166814,133601,36845
5,Other Vegetation,170943,98435,110135,9624,18768,179785,97618,272710,33292,14307,2969,29720,3326,41204,108036,138558,22851,4002,9526,19070,5861,161508,76228,106283,152234,92984,37375,75869,35434,96194,19846,80665,67734,189055,156957,60486,117626,11647
6,Urban/Impervious,200404,184992,225147,2500,1677,16160,60447,129097,31741,44528,12498,15246,21054,191730,51602,45072,12590,8287,9755,11741,912,18431,11544,135087,165554,153248,34081,167141,17031,23608,11621,218445,124573,89740,235369,57150,120386,35393
7,grassland/wetland,23556,14850,18299,8916,45169,56285,36709,57915,24409,26933,739,15402,10704,48209,27130,56595,11355,3195,15696,18994,148362,81342,35699,61141,19642,22621,30556,63568,52698,42068,1459,15246,10410,55056,20215,70647,50127,6800
8,sparse mangrove,0,0,0,3561,80,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
