OBJECTID,Class_Name,TXAR,TXAY,TXBP,TXCC,TXCF,TXCT,TXFR,TXGA,TXGF,TXHO,TXKW,TXLA,TXMM,TXOC,TXOR,TXPA,TXRO,TXSB,TXSR
32,High Intensity Developed to Cultivated,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
33,High Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,High Intensity Developed to Grassland,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,High Intensity Developed to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,High Intensity Developed to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,High Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,High Intensity Developed to Scrub/Shrub,0,38,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9
39,High Intensity Developed to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,High Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,High Intensity Developed to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
42,High Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,High Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,High Intensity Developed to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
45,High Intensity Developed to Unconsolidated Shore,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
46,High Intensity Developed to Bare Land,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,High Intensity Developed to Water,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,High Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,High Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,High Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,High Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Medium Intensity Developed to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Medium Intensity Developed to High Intensity Developed,4,1528,106,549,363,137,598,1335,7,1026,1,7,11,885,19,132,130,0,118
54,Medium Intensity Developed to Medium Intensity Developed,183,60486,2231,23220,36058,8938,21221,29162,1669,35317,193,2852,848,10941,1631,10348,7914,380,2637
55,Medium Intensity Developed to Low Intensity Developed,0,76,0,1,1,0,19,2,0,6,0,0,0,0,0,2,1,0,0
56,Medium Intensity Developed to Developed Open Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Medium Intensity Developed to Cultivated,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
58,Medium Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
59,Medium Intensity Developed to Grassland,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
60,Medium Intensity Developed to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Medium Intensity Developed to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Medium Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Medium Intensity Developed to Scrub/Shrub,0,1,0,0,0,0,1,2,0,1,2,0,0,1,0,0,0,0,12
64,Medium Intensity Developed to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Medium Intensity Developed to Palustrine Emergent Wetland,0,0,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14
67,Medium Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Medium Intensity Developed to Estuarine Emergent Wetland,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22
70,Medium Intensity Developed to Unconsolidated Shore,0,0,0,0,1,21,2,0,0,0,0,0,4,0,0,1,4,0,0
71,Medium Intensity Developed to Bare Land,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
72,Medium Intensity Developed to Water,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
73,Medium Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Medium Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Medium Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Medium Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Low Intensity Developed to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Low Intensity Developed to High Intensity Developed,2,506,31,113,311,30,114,316,7,296,0,21,20,303,19,66,59,0,43
79,Low Intensity Developed to Medium Intensity Developed,2,1392,38,168,147,58,151,148,3,292,0,32,32,289,15,88,119,5,28
80,Low Intensity Developed to Low Intensity Developed,2000,50807,9357,17648,14740,6302,25270,14424,3297,39725,348,9112,3730,47426,9555,9644,13708,3441,7850
81,Low Intensity Developed to Developed Open Space,0,1,0,0,0,0,1,0,0,0,0,0,0,130,0,0,0,0,0
82,Low Intensity Developed to Cultivated,0,35,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
83,Low Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,12,0,0,0,28,0,0,0,0,0
84,Low Intensity Developed to Grassland,0,0,0,0,0,3,1,0,0,1,12,2,3,2,0,0,1,0,0
85,Low Intensity Developed to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Low Intensity Developed to Evergreen Forest,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
87,Low Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Low Intensity Developed to Scrub/Shrub,0,0,0,1,0,0,3,4,1,0,5,1,1,0,1,0,0,0,3
89,Low Intensity Developed to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Low Intensity Developed to Palustrine Emergent Wetland,9,0,34,0,0,0,0,5,0,6,0,0,1,0,0,0,0,0,5
92,Low Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Low Intensity Developed to Estuarine Emergent Wetland,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
95,Low Intensity Developed to Unconsolidated Shore,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,1,0,0
96,Low Intensity Developed to Bare Land,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
97,Low Intensity Developed to Water,0,18,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0
98,Low Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Low Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Low Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Low Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Developed Open Space to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Developed Open Space to High Intensity Developed,0,284,0,113,532,0,87,79,2,147,0,0,0,16,2,41,28,0,0
104,Developed Open Space to Medium Intensity Developed,0,1076,0,203,789,0,100,108,1,148,0,0,0,0,0,102,52,0,0
105,Developed Open Space to Low Intensity Developed,0,448,0,41,172,0,13,27,0,75,0,0,0,1,0,37,19,0,0
106,Developed Open Space to Developed Open Space,201,48640,244,27508,30662,1215,19309,7660,2010,41081,268,3241,1826,20620,4785,6769,11164,1116,184
107,Developed Open Space to Cultivated,0,42,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
108,Developed Open Space to Pasture/Hay,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
109,Developed Open Space to Grassland,0,2,0,5,0,1,0,1,0,2,2,0,0,2,0,0,0,0,0
110,Developed Open Space to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Developed Open Space to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,Developed Open Space to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Developed Open Space to Scrub/Shrub,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,2,0,0,2
114,Developed Open Space to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Developed Open Space to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Developed Open Space to Palustrine Emergent Wetland,2,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,1
117,Developed Open Space to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Developed Open Space to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Developed Open Space to Estuarine Emergent Wetland,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1
120,Developed Open Space to Unconsolidated Shore,0,0,0,0,0,6,0,6,0,0,0,0,1,0,0,0,0,0,0
121,Developed Open Space to Bare Land,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
122,Developed Open Space to Water,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
123,Developed Open Space to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Developed Open Space to Estuarine Aquatic Bed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Developed Open Space to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Developed Open Space to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Cultivated to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Cultivated to High Intensity Developed,0,12,0,112,125,0,2,0,36,42,0,0,0,2,0,0,0,0,0
129,Cultivated to Medium Intensity Developed,0,103,0,78,507,0,16,0,3,348,0,0,0,2,0,0,0,0,0
130,Cultivated to Low Intensity Developed,0,76,0,53,229,0,25,0,0,305,0,0,0,5,0,0,0,0,0
131,Cultivated to Developed Open Space,0,44,0,109,110,0,25,0,0,192,0,0,0,18,1,0,0,0,0
132,Cultivated to Cultivated,29919,1657,5980,226475,9437,271,2107,0,92452,15219,0,120769,25615,9201,11416,185,22883,3829,626
133,Cultivated to Pasture/Hay,1,6,93,120,0,0,1,0,109,18,0,13,6,249,246,0,19,0,0
134,Cultivated to Grassland,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
135,Cultivated to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Cultivated to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Cultivated to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Cultivated to Scrub/Shrub,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
139,Cultivated to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Cultivated to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
141,Cultivated to Palustrine Emergent Wetland,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,0,0,34,0
142,Cultivated to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Cultivated to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Cultivated to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Cultivated to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0
146,Cultivated to Bare Land,0,21,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Cultivated to Water,0,0,0,17,0,0,0,0,0,2,0,193,0,0,0,0,0,0,0
148,Cultivated to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Cultivated to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Cultivated to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Cultivated to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Pasture/Hay to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Pasture/Hay to High Intensity Developed,0,646,0,4,2,0,9,0,13,208,0,0,0,4,4,2,0,0,0
154,Pasture/Hay to Medium Intensity Developed,0,1497,0,48,9,0,47,0,9,810,0,0,0,75,85,14,0,0,0
155,Pasture/Hay to Low Intensity Developed,0,1725,0,24,4,0,117,14,5,1403,0,0,0,193,61,6,0,0,1
156,Pasture/Hay to Developed Open Space,0,2115,0,46,1,0,238,0,0,1495,0,0,0,283,18,7,0,0,0
157,Pasture/Hay to Cultivated,140,25,219,357,0,0,85,0,180,45,0,47,24,370,118,0,6,6,0
158,Pasture/Hay to Pasture/Hay,13593,47734,10590,17017,367,3,18878,2096,117684,69232,0,3327,37727,66169,57624,1392,11781,24203,10523
159,Pasture/Hay to Grassland,205,33,0,8,0,0,9,2,2,3,0,3,24,24,0,3,3,0,0
160,Pasture/Hay to Deciduous Forest,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
161,Pasture/Hay to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Pasture/Hay to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Pasture/Hay to Scrub/Shrub,0,7,0,3,0,0,0,0,1,0,0,0,0,271,149,1,1,1,0
164,Pasture/Hay to Palustrine Forested Wetland,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
165,Pasture/Hay to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,Pasture/Hay to Palustrine Emergent Wetland,0,0,0,8,0,0,3,0,0,541,0,0,20,3,0,0,0,1,0
167,Pasture/Hay to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Pasture/Hay to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Pasture/Hay to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Pasture/Hay to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Pasture/Hay to Bare Land,0,218,0,10,3,0,47,0,0,174,0,1,0,0,0,20,10,0,0
172,Pasture/Hay to Water,0,237,0,1,0,0,0,0,0,186,0,0,0,0,0,0,10,0,0
173,Pasture/Hay to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Pasture/Hay to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Pasture/Hay to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Pasture/Hay to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Grassland to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Grassland to High Intensity Developed,0,387,0,2,54,1,117,82,8,236,0,0,0,1,0,80,25,0,0
179,Grassland to Medium Intensity Developed,0,877,0,62,261,14,335,141,7,305,0,0,0,3,4,321,91,0,0
180,Grassland to Low Intensity Developed,0,912,0,28,126,14,274,60,16,380,0,0,0,8,10,209,29,0,0
181,Grassland to Developed Open Space,0,830,0,19,41,19,273,34,0,353,0,0,0,6,12,125,5,0,0
182,Grassland to Cultivated,0,1,0,0,3,16,0,41,2,0,0,62,4,1,0,0,0,2,0
183,Grassland to Pasture/Hay,3,15,0,35,5,1,2,7,16,49,0,52,40,3,10,1,43,4,12
184,Grassland to Grassland,25116,20727,762,12979,34525,15468,26916,6496,16720,17822,127006,45515,38503,8698,16128,23015,36638,21164,3556
185,Grassland to Deciduous Forest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0
186,Grassland to Evergreen Forest,0,3,2,50,0,0,0,0,0,0,0,16,12,8,9,0,0,0,2
187,Grassland to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Grassland to Scrub/Shrub,224,191,2,152,265,210,97,202,262,197,130,470,336,874,469,48,134,67,0
189,Grassland to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Grassland to Palustrine Scrub/Shrub Wetland,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0
191,Grassland to Palustrine Emergent Wetland,46,1,0,8,1,1,62,14,0,266,0,0,0,0,0,25,8,0,0
192,Grassland to Estuarine Forested Wetland,0,5,0,0,1,0,1,3,0,3,0,0,0,0,2,0,0,0,0
193,Grassland to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Grassland to Estuarine Emergent Wetland,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Grassland to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Grassland to Bare Land,0,41,6,56,149,19,129,10,0,37,14,0,42,1,8,113,153,0,19
197,Grassland to Water,0,6,2,1,21,0,24,2,1,12,0,0,0,2,19,21,47,0,11
198,Grassland to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Grassland to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Grassland to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Grassland to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Deciduous Forest to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Deciduous Forest to High Intensity Developed,0,282,0,1,17,0,23,0,1,77,0,0,0,0,0,66,45,0,0
204,Deciduous Forest to Medium Intensity Developed,0,1007,0,16,108,0,44,0,0,393,0,1,1,0,3,193,198,0,0
205,Deciduous Forest to Low Intensity Developed,0,1038,0,6,72,1,133,1,0,423,0,0,1,0,5,90,104,0,0
206,Deciduous Forest to Developed Open Space,0,1205,0,0,50,3,271,2,0,570,0,1,0,0,24,75,49,0,0
207,Deciduous Forest to Cultivated,0,5,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
208,Deciduous Forest to Pasture/Hay,3,157,0,18,2,0,0,0,57,513,0,1,23,1,0,1,13,1,0
209,Deciduous Forest to Grassland,28,353,2,167,69,1,61,1,18,138,3,21,123,6,21,159,132,197,2
210,Deciduous Forest to Deciduous Forest,16768,26769,58,7757,6210,967,12717,343,5763,27997,284,2233,6620,1542,6735,30395,27764,11003,57
211,Deciduous Forest to Evergreen Forest,1,107,0,2,0,1,6,1,68,18,0,1,3,6,1,3,4,1,0
212,Deciduous Forest to Mixed Forest,0,13,0,0,0,0,1,0,2,11,0,0,0,2,0,0,0,1,0
213,Deciduous Forest to Scrub/Shrub,194,240,0,596,101,6,28,4,40,100,4,25,54,12,3,367,386,29,4
214,Deciduous Forest to Palustrine Forested Wetland,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,Deciduous Forest to Palustrine Scrub/Shrub Wetland,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,Deciduous Forest to Palustrine Emergent Wetland,993,1,0,0,0,0,4,0,0,99,0,0,0,0,0,0,0,0,0
217,Deciduous Forest to Estuarine Forested Wetland,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
218,Deciduous Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Deciduous Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Deciduous Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Deciduous Forest to Bare Land,0,144,0,13,15,0,7,0,0,105,1,1,2,0,7,7,41,0,0
222,Deciduous Forest to Water,0,22,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,Deciduous Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Deciduous Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Deciduous Forest to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Deciduous Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Evergreen Forest to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Evergreen Forest to High Intensity Developed,0,36,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0
229,Evergreen Forest to Medium Intensity Developed,0,159,0,0,0,0,23,2,0,48,0,0,0,11,1,1,0,0,0
230,Evergreen Forest to Low Intensity Developed,0,259,0,0,0,0,37,0,0,35,0,0,1,41,0,0,0,0,0
231,Evergreen Forest to Developed Open Space,0,320,0,0,0,1,78,0,0,64,0,0,0,31,0,1,0,0,0
232,Evergreen Forest to Cultivated,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
233,Evergreen Forest to Pasture/Hay,3,36,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0
234,Evergreen Forest to Grassland,41,66,4,1,0,0,18,0,1,7,0,3,22,602,338,1,7,4,0
