OBJECTID,Class_Name,LACR,LAGI,LAJB,LANO,LANS,LASA,LAVE,MSSH,TXOC,TXSR
45,High Intensity Developed to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
46,High Intensity Developed to Bare Land,0,0,15,0,0,0,0,0,0,0
47,High Intensity Developed to Water,0,0,0,0,0,0,0,0,0,0
48,High Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
49,High Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
50,High Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0
51,High Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0
52,Medium Intensity Developed to Unclassified,0,0,0,0,0,0,0,0,0,0
53,Medium Intensity Developed to High Intensity Developed,6,74,8,1385,202,54,91,0,0,89
54,Medium Intensity Developed to Medium Intensity Developed,952,1343,635,25648,18796,2796,1276,596,1,1882
55,Medium Intensity Developed to Low Intensity Developed,0,0,0,0,7,0,0,0,0,0
56,Medium Intensity Developed to Developed Open Space,0,0,0,0,0,0,0,0,0,0
57,Medium Intensity Developed to Cultivated,0,0,0,0,0,0,0,0,0,0
58,Medium Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
59,Medium Intensity Developed to Grassland,0,0,0,0,2,0,0,0,0,0
60,Medium Intensity Developed to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
61,Medium Intensity Developed to Evergreen Forest,0,0,0,0,0,0,0,0,0,0
62,Medium Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0
63,Medium Intensity Developed to Scrub/Shrub,0,0,0,0,2,0,0,0,0,12
64,Medium Intensity Developed to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
65,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
66,Medium Intensity Developed to Palustrine Emergent Wetland,0,1,0,0,0,0,0,0,0,14
67,Medium Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
68,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
69,Medium Intensity Developed to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,22
70,Medium Intensity Developed to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
71,Medium Intensity Developed to Bare Land,0,0,14,0,0,0,0,0,0,0
72,Medium Intensity Developed to Water,0,0,0,0,0,0,0,0,0,0
73,Medium Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
74,Medium Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
75,Medium Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0
76,Medium Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0
77,Low Intensity Developed to Unclassified,0,0,0,0,0,0,0,0,0,0
78,Low Intensity Developed to High Intensity Developed,4,166,5,914,194,16,37,0,0,24
79,Low Intensity Developed to Medium Intensity Developed,6,56,1,431,307,9,43,0,0,17
80,Low Intensity Developed to Low Intensity Developed,7008,2918,2760,57345,43171,4860,7939,2991,3,5283
81,Low Intensity Developed to Developed Open Space,0,8,0,65,6,0,0,0,0,0
82,Low Intensity Developed to Cultivated,0,0,0,0,0,0,0,0,0,0
83,Low Intensity Developed to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
84,Low Intensity Developed to Grassland,0,0,0,0,3,0,0,0,0,0
85,Low Intensity Developed to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
86,Low Intensity Developed to Evergreen Forest,0,0,0,0,0,0,0,0,0,0
87,Low Intensity Developed to Mixed Forest,0,0,0,0,0,0,0,0,0,0
88,Low Intensity Developed to Scrub/Shrub,0,0,0,0,1,0,0,0,0,3
89,Low Intensity Developed to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
90,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
91,Low Intensity Developed to Palustrine Emergent Wetland,0,7,0,0,0,0,0,0,0,5
92,Low Intensity Developed to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
93,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
94,Low Intensity Developed to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,3
95,Low Intensity Developed to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
96,Low Intensity Developed to Bare Land,0,0,3,0,0,0,0,0,0,0
97,Low Intensity Developed to Water,0,0,0,0,0,0,0,0,0,0
98,Low Intensity Developed to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
99,Low Intensity Developed to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
100,Low Intensity Developed to Tundra,0,0,0,0,0,0,0,0,0,0
101,Low Intensity Developed to Snow/Ice,0,0,0,0,0,0,0,0,0,0
102,Developed Open Space to Unclassified,0,0,0,0,0,0,0,0,0,0
103,Developed Open Space to High Intensity Developed,0,0,0,22,186,0,4,0,0,0
104,Developed Open Space to Medium Intensity Developed,0,1,0,9,646,0,0,0,0,0
105,Developed Open Space to Low Intensity Developed,0,0,0,0,160,0,0,0,0,0
106,Developed Open Space to Developed Open Space,3,364,141,7526,18413,144,2996,1471,0,170
107,Developed Open Space to Cultivated,0,0,0,0,0,0,0,0,0,0
108,Developed Open Space to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
109,Developed Open Space to Grassland,0,0,0,0,15,0,0,0,0,0
110,Developed Open Space to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
111,Developed Open Space to Evergreen Forest,0,0,0,0,0,0,0,0,0,0
112,Developed Open Space to Mixed Forest,0,0,0,0,0,0,0,0,0,0
113,Developed Open Space to Scrub/Shrub,0,0,0,0,14,0,0,0,0,2
114,Developed Open Space to Palustrine Forested Wetland,0,0,0,2,1,0,0,0,0,0
115,Developed Open Space to Palustrine Scrub/Shrub Wetland,0,0,0,0,1,0,0,0,0,0
116,Developed Open Space to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,1
117,Developed Open Space to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
118,Developed Open Space to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
119,Developed Open Space to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,1
120,Developed Open Space to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
121,Developed Open Space to Bare Land,0,0,0,0,1,1,0,0,0,0
122,Developed Open Space to Water,0,0,0,8,0,0,0,0,0,0
123,Developed Open Space to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
124,Developed Open Space to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
125,Developed Open Space to Tundra,0,0,0,0,0,0,0,0,0,0
126,Developed Open Space to Snow/Ice,0,0,0,0,0,0,0,0,0,0
127,Cultivated to Unclassified,0,0,0,0,0,0,0,0,0,0
128,Cultivated to High Intensity Developed,0,0,0,0,0,0,0,0,0,0
129,Cultivated to Medium Intensity Developed,0,0,0,2,2,0,0,0,0,0
130,Cultivated to Low Intensity Developed,0,0,0,4,1,0,0,0,0,0
131,Cultivated to Developed Open Space,0,0,0,0,0,0,0,0,0,0
132,Cultivated to Cultivated,88,22,6276,3717,510,929,842,0,0,564
133,Cultivated to Pasture/Hay,0,0,1,4,0,0,17,0,0,0
134,Cultivated to Grassland,0,0,0,0,15,0,0,0,0,1
135,Cultivated to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
136,Cultivated to Evergreen Forest,1,0,0,0,0,0,0,0,0,0
137,Cultivated to Mixed Forest,0,0,0,0,0,0,0,0,0,0
138,Cultivated to Scrub/Shrub,0,0,0,0,1,0,0,0,0,0
139,Cultivated to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
140,Cultivated to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
141,Cultivated to Palustrine Emergent Wetland,1,1,0,10,1,0,2,0,0,0
142,Cultivated to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
143,Cultivated to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
144,Cultivated to Estuarine Emergent Wetland,0,0,0,35,3,0,0,0,0,0
145,Cultivated to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
146,Cultivated to Bare Land,0,0,0,0,1,0,0,0,0,0
147,Cultivated to Water,0,0,0,0,1,0,0,0,0,0
148,Cultivated to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
149,Cultivated to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
150,Cultivated to Tundra,0,0,0,0,0,0,0,0,0,0
151,Cultivated to Snow/Ice,0,0,0,0,0,0,0,0,0,0
152,Pasture/Hay to Unclassified,0,0,0,0,0,0,0,0,0,0
153,Pasture/Hay to High Intensity Developed,8,0,0,41,124,0,0,3,0,0
154,Pasture/Hay to Medium Intensity Developed,33,0,0,51,400,0,0,15,0,0
155,Pasture/Hay to Low Intensity Developed,10,0,0,20,171,0,0,14,0,1
156,Pasture/Hay to Developed Open Space,0,0,0,59,85,0,0,1,0,0
157,Pasture/Hay to Cultivated,0,0,0,25,0,0,0,0,0,0
158,Pasture/Hay to Pasture/Hay,9939,10,7364,2556,7978,3755,2485,538,0,1070
159,Pasture/Hay to Grassland,0,0,0,24,462,0,0,14,0,0
160,Pasture/Hay to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
161,Pasture/Hay to Evergreen Forest,0,0,0,0,3,0,0,0,0,0
162,Pasture/Hay to Mixed Forest,0,0,0,0,0,0,0,0,0,0
163,Pasture/Hay to Scrub/Shrub,18,0,3,1,309,0,0,27,0,0
164,Pasture/Hay to Palustrine Forested Wetland,0,0,0,3,7,0,0,0,0,0
165,Pasture/Hay to Palustrine Scrub/Shrub Wetland,1,0,0,0,96,0,0,3,0,0
166,Pasture/Hay to Palustrine Emergent Wetland,34,0,13,1,20,3,1,2,0,0
167,Pasture/Hay to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
168,Pasture/Hay to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
169,Pasture/Hay to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
170,Pasture/Hay to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
171,Pasture/Hay to Bare Land,0,0,0,0,520,0,0,0,0,0
172,Pasture/Hay to Water,0,0,0,1,54,0,0,11,0,0
173,Pasture/Hay to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
174,Pasture/Hay to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
175,Pasture/Hay to Tundra,0,0,0,0,0,0,0,0,0,0
176,Pasture/Hay to Snow/Ice,0,0,0,0,0,0,0,0,0,0
177,Grassland to Unclassified,0,0,0,0,0,0,0,0,0,0
178,Grassland to High Intensity Developed,0,0,0,0,3,0,0,0,0,0
179,Grassland to Medium Intensity Developed,0,0,0,7,38,11,0,6,0,0
180,Grassland to Low Intensity Developed,0,0,0,0,45,1,0,22,0,0
181,Grassland to Developed Open Space,1,0,0,4,25,0,0,13,0,0
182,Grassland to Cultivated,0,0,0,0,43,0,0,0,0,0
183,Grassland to Pasture/Hay,0,0,0,0,0,0,0,17,0,12
184,Grassland to Grassland,6553,684,4839,1031,4305,8625,2536,883,0,1523
185,Grassland to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
186,Grassland to Evergreen Forest,10,0,0,23,57,17,0,2,0,0
187,Grassland to Mixed Forest,0,0,0,0,0,0,0,0,0,0
188,Grassland to Scrub/Shrub,8,0,22,10,1052,11,383,314,0,0
189,Grassland to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
190,Grassland to Palustrine Scrub/Shrub Wetland,0,0,0,0,3,0,0,0,0,0
191,Grassland to Palustrine Emergent Wetland,0,0,0,0,3,0,0,1,0,0
192,Grassland to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
193,Grassland to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
194,Grassland to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
195,Grassland to Unconsolidated Shore,6,0,0,0,0,0,0,0,0,0
196,Grassland to Bare Land,16,145,3,0,19,60,3,0,0,14
197,Grassland to Water,0,83,0,6,2,50,80,0,0,11
198,Grassland to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
199,Grassland to Estuarine Aquatic Bed,0,0,0,0,0,1,0,0,0,0
200,Grassland to Tundra,0,0,0,0,0,0,0,0,0,0
201,Grassland to Snow/Ice,0,0,0,0,0,0,0,0,0,0
202,Deciduous Forest to Unclassified,0,0,0,0,0,0,0,0,0,0
203,Deciduous Forest to High Intensity Developed,0,0,0,0,0,0,0,0,0,0
204,Deciduous Forest to Medium Intensity Developed,0,0,0,0,0,0,0,0,0,0
205,Deciduous Forest to Low Intensity Developed,0,0,0,0,0,0,0,0,0,0
206,Deciduous Forest to Developed Open Space,0,0,0,0,2,0,0,0,0,0
207,Deciduous Forest to Cultivated,0,0,0,0,0,0,0,0,0,0
208,Deciduous Forest to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
209,Deciduous Forest to Grassland,0,1,0,10,6,4,2,0,0,2
210,Deciduous Forest to Deciduous Forest,145,1,8,322,183,16,570,11,0,10
211,Deciduous Forest to Evergreen Forest,0,0,0,1,0,0,0,0,0,0
212,Deciduous Forest to Mixed Forest,0,0,0,0,0,0,0,0,0,0
213,Deciduous Forest to Scrub/Shrub,0,0,0,23,6,0,61,4,0,4
214,Deciduous Forest to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
215,Deciduous Forest to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
216,Deciduous Forest to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
217,Deciduous Forest to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
218,Deciduous Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
219,Deciduous Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
220,Deciduous Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
221,Deciduous Forest to Bare Land,0,0,0,0,0,0,0,0,0,0
222,Deciduous Forest to Water,0,0,0,12,0,0,0,0,0,0
223,Deciduous Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
224,Deciduous Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
225,Deciduous Forest to Tundra,0,0,0,0,0,0,0,0,0,0
226,Deciduous Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0
227,Evergreen Forest to Unclassified,0,0,0,0,0,0,0,0,0,0
228,Evergreen Forest to High Intensity Developed,0,0,0,0,148,0,0,5,0,0
229,Evergreen Forest to Medium Intensity Developed,0,0,0,0,609,0,0,3,0,0
230,Evergreen Forest to Low Intensity Developed,0,0,0,0,476,0,0,8,0,0
231,Evergreen Forest to Developed Open Space,0,0,0,0,532,0,0,2,0,0
232,Evergreen Forest to Cultivated,0,0,1,1,13,0,0,0,0,0
233,Evergreen Forest to Pasture/Hay,0,0,0,0,0,0,0,4,0,0
234,Evergreen Forest to Grassland,0,0,0,3,1235,9,0,62,0,0
235,Evergreen Forest to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
236,Evergreen Forest to Evergreen Forest,54,13,36,54,76405,91,16,11379,0,1
237,Evergreen Forest to Mixed Forest,0,0,0,0,0,0,0,0,0,0
238,Evergreen Forest to Scrub/Shrub,0,0,0,2,5157,0,0,828,0,0
239,Evergreen Forest to Palustrine Forested Wetland,0,0,0,0,1,0,0,0,0,0
240,Evergreen Forest to Palustrine Scrub/Shrub Wetland,0,0,0,0,8,0,0,2,0,0
241,Evergreen Forest to Palustrine Emergent Wetland,0,0,0,0,67,0,0,1,0,0
242,Evergreen Forest to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
243,Evergreen Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
244,Evergreen Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
245,Evergreen Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
246,Evergreen Forest to Bare Land,0,0,0,0,104,0,0,1,0,0
247,Evergreen Forest to Water,0,0,0,1,1,8,1,0,0,0
248,Evergreen Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
249,Evergreen Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
250,Evergreen Forest to Tundra,0,0,0,0,0,0,0,0,0,0
251,Evergreen Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0
252,Mixed Forest to Unclassified,0,0,0,0,0,0,0,0,0,0
253,Mixed Forest to High Intensity Developed,0,0,0,0,3,0,0,0,0,0
254,Mixed Forest to Medium Intensity Developed,0,0,0,0,7,0,0,0,0,0
255,Mixed Forest to Low Intensity Developed,0,0,0,0,4,0,0,0,0,0
256,Mixed Forest to Developed Open Space,0,0,0,0,10,0,0,0,0,0
257,Mixed Forest to Cultivated,0,0,0,2,0,0,0,0,0,0
258,Mixed Forest to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
259,Mixed Forest to Grassland,0,0,0,13,26,4,2,0,0,0
260,Mixed Forest to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
261,Mixed Forest to Evergreen Forest,0,0,0,0,1,0,0,0,0,0
262,Mixed Forest to Mixed Forest,101,3,6,473,1189,66,37,75,0,20
263,Mixed Forest to Scrub/Shrub,0,0,0,4,10,0,4,1,0,1
264,Mixed Forest to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
265,Mixed Forest to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
266,Mixed Forest to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
267,Mixed Forest to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
268,Mixed Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
269,Mixed Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
270,Mixed Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
271,Mixed Forest to Bare Land,0,0,0,0,2,1,0,0,0,0
272,Mixed Forest to Water,0,0,0,3,0,0,0,0,0,0
273,Mixed Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
274,Mixed Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
275,Mixed Forest to Tundra,0,0,0,0,0,0,0,0,0,0
276,Mixed Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0
277,Scrub/Shrub to Unclassified,0,0,0,0,0,0,0,0,0,0
278,Scrub/Shrub to High Intensity Developed,0,0,0,0,17,0,0,1,0,0
279,Scrub/Shrub to Medium Intensity Developed,1,0,0,0,140,0,0,19,0,0
280,Scrub/Shrub to Low Intensity Developed,0,0,0,0,93,0,0,58,0,0
281,Scrub/Shrub to Developed Open Space,0,0,0,5,109,0,0,35,0,0
282,Scrub/Shrub to Cultivated,0,0,0,0,9,0,0,0,0,0
283,Scrub/Shrub to Pasture/Hay,0,0,0,0,1,0,0,2,0,0
284,Scrub/Shrub to Grassland,32,2,0,17,169,96,14,40,0,4
285,Scrub/Shrub to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
286,Scrub/Shrub to Evergreen Forest,7,1,2,5,1019,9,1,262,0,1
287,Scrub/Shrub to Mixed Forest,0,0,0,0,0,1,0,0,0,0
288,Scrub/Shrub to Scrub/Shrub,1270,94,123,773,19666,1164,915,4194,0,95
289,Scrub/Shrub to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0
290,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,0,0,0,0,2,0,0,1,0,0
291,Scrub/Shrub to Palustrine Emergent Wetland,0,0,0,0,2,0,0,0,0,0
292,Scrub/Shrub to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
293,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
294,Scrub/Shrub to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0
295,Scrub/Shrub to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
296,Scrub/Shrub to Bare Land,0,8,0,0,39,18,0,6,0,0
297,Scrub/Shrub to Water,0,0,0,3,0,1,1,0,0,0
298,Scrub/Shrub to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
299,Scrub/Shrub to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
300,Scrub/Shrub to Tundra,0,0,0,0,0,0,0,0,0,0
301,Scrub/Shrub to Snow/Ice,0,0,0,0,0,0,0,0,0,0
302,Palustrine Forested Wetland to Unclassified,0,0,0,0,0,0,0,0,0,0
303,Palustrine Forested Wetland to High Intensity Developed,0,0,0,75,23,0,0,0,0,0
304,Palustrine Forested Wetland to Medium Intensity Developed,0,0,0,246,154,0,0,2,0,0
305,Palustrine Forested Wetland to Low Intensity Developed,0,0,0,218,169,0,0,13,0,0
306,Palustrine Forested Wetland to Developed Open Space,0,0,0,347,168,0,0,4,0,0
307,Palustrine Forested Wetland to Cultivated,0,0,0,69,6,0,0,0,0,0
308,Palustrine Forested Wetland to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
309,Palustrine Forested Wetland to Grassland,0,0,0,0,102,0,0,52,0,1
310,Palustrine Forested Wetland to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
311,Palustrine Forested Wetland to Evergreen Forest,0,0,0,0,23,0,0,2,0,0
312,Palustrine Forested Wetland to Mixed Forest,0,0,0,0,0,0,0,0,0,0
313,Palustrine Forested Wetland to Scrub/Shrub,10,0,0,0,86,7,0,27,0,22
314,Palustrine Forested Wetland to Palustrine Forested Wetland,2027,61,173,35145,45657,356,2008,7401,0,573
315,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,1,0,0,51,369,0,7,131,0,1
316,Palustrine Forested Wetland to Palustrine Emergent Wetland,24,18,0,2519,343,7,71,18,0,67
317,Palustrine Forested Wetland to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0
318,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0
319,Palustrine Forested Wetland to Estuarine Emergent Wetland,0,0,0,3,15,0,5,0,0,0
320,Palustrine Forested Wetland to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0
321,Palustrine Forested Wetland to Bare Land,0,4,0,0,14,0,0,5,0,8
322,Palustrine Forested Wetland to Water,0,0,0,98,0,3,6,0,0,0
323,Palustrine Forested Wetland to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
324,Palustrine Forested Wetland to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0
325,Palustrine Forested Wetland to Tundra,0,0,0,0,0,0,0,0,0,0
326,Palustrine Forested Wetland to Snow/Ice,0,0,0,0,0,0,0,0,0,0
327,Palustrine Scrub/Shrub Wetland to Unclassified,0,0,0,0,0,0,0,0,0,0
328,Palustrine Scrub/Shrub Wetland to High Intensity Developed,0,0,0,0,4,0,0,2,0,0
329,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,0,0,0,8,45,0,0,4,0,0
330,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,0,0,0,5,51,0,0,19,0,0
331,Palustrine Scrub/Shrub Wetland to Developed Open Space,0,1,0,4,91,0,0,11,0,0
332,Palustrine Scrub/Shrub Wetland to Cultivated,0,0,0,4,4,0,0,0,0,0
333,Palustrine Scrub/Shrub Wetland to Pasture/Hay,0,0,0,0,0,0,0,0,0,0
334,Palustrine Scrub/Shrub Wetland to Grassland,0,0,0,0,78,6,0,21,0,0
335,Palustrine Scrub/Shrub Wetland to Deciduous Forest,0,0,0,0,0,0,0,0,0,0
336,Palustrine Scrub/Shrub Wetland to Evergreen Forest,0,0,0,0,49,0,0,3,0,0
