OBJECTID,Class_Name,LANS,MSJC,MSSH
45,High Intensity Developed to Unconsolidated Shore,0,0,0
46,High Intensity Developed to Bare Land,0,0,0
47,High Intensity Developed to Water,0,0,0
48,High Intensity Developed to Palustrine Aquatic Bed,0,0,0
49,High Intensity Developed to Estuarine Aquatic Bed,0,0,0
50,High Intensity Developed to Tundra,0,0,0
51,High Intensity Developed to Snow/Ice,0,0,0
52,Medium Intensity Developed to Unclassified,0,0,0
53,Medium Intensity Developed to High Intensity Developed,0,2,0
54,Medium Intensity Developed to Medium Intensity Developed,0,6022,2885
55,Medium Intensity Developed to Low Intensity Developed,0,0,0
56,Medium Intensity Developed to Developed Open Space,0,0,0
57,Medium Intensity Developed to Cultivated,0,0,0
58,Medium Intensity Developed to Pasture/Hay,0,2,0
59,Medium Intensity Developed to Grassland,0,1,0
60,Medium Intensity Developed to Deciduous Forest,0,0,0
61,Medium Intensity Developed to Evergreen Forest,0,0,0
62,Medium Intensity Developed to Mixed Forest,0,0,0
63,Medium Intensity Developed to Scrub/Shrub,0,0,0
64,Medium Intensity Developed to Palustrine Forested Wetland,0,0,0
65,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,0,0,0
66,Medium Intensity Developed to Palustrine Emergent Wetland,0,0,0
67,Medium Intensity Developed to Estuarine Forested Wetland,0,0,0
68,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0
69,Medium Intensity Developed to Estuarine Emergent Wetland,0,0,0
70,Medium Intensity Developed to Unconsolidated Shore,0,0,0
71,Medium Intensity Developed to Bare Land,0,0,0
72,Medium Intensity Developed to Water,0,0,0
73,Medium Intensity Developed to Palustrine Aquatic Bed,0,0,0
74,Medium Intensity Developed to Estuarine Aquatic Bed,0,0,0
75,Medium Intensity Developed to Tundra,0,0,0
76,Medium Intensity Developed to Snow/Ice,0,0,0
77,Low Intensity Developed to Unclassified,0,0,0
78,Low Intensity Developed to High Intensity Developed,0,2,6
79,Low Intensity Developed to Medium Intensity Developed,0,4,27
80,Low Intensity Developed to Low Intensity Developed,0,41135,28603
81,Low Intensity Developed to Developed Open Space,0,0,0
82,Low Intensity Developed to Cultivated,0,0,0
83,Low Intensity Developed to Pasture/Hay,0,2,0
84,Low Intensity Developed to Grassland,0,2,0
85,Low Intensity Developed to Deciduous Forest,0,0,0
86,Low Intensity Developed to Evergreen Forest,0,0,15
87,Low Intensity Developed to Mixed Forest,0,0,0
88,Low Intensity Developed to Scrub/Shrub,0,1,0
89,Low Intensity Developed to Palustrine Forested Wetland,0,0,0
90,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,0,2,0
91,Low Intensity Developed to Palustrine Emergent Wetland,0,0,0
92,Low Intensity Developed to Estuarine Forested Wetland,0,0,0
93,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,0,0,0
94,Low Intensity Developed to Estuarine Emergent Wetland,0,0,0
95,Low Intensity Developed to Unconsolidated Shore,0,0,0
96,Low Intensity Developed to Bare Land,0,0,0
97,Low Intensity Developed to Water,0,0,0
98,Low Intensity Developed to Palustrine Aquatic Bed,0,0,0
99,Low Intensity Developed to Estuarine Aquatic Bed,0,0,0
100,Low Intensity Developed to Tundra,0,0,0
101,Low Intensity Developed to Snow/Ice,0,0,0
102,Developed Open Space to Unclassified,0,0,0
103,Developed Open Space to High Intensity Developed,0,10,64
104,Developed Open Space to Medium Intensity Developed,0,36,121
105,Developed Open Space to Low Intensity Developed,0,5,10
106,Developed Open Space to Developed Open Space,0,16045,11550
107,Developed Open Space to Cultivated,0,0,0
108,Developed Open Space to Pasture/Hay,0,0,0
109,Developed Open Space to Grassland,0,0,0
110,Developed Open Space to Deciduous Forest,0,0,0
111,Developed Open Space to Evergreen Forest,0,0,0
112,Developed Open Space to Mixed Forest,0,0,0
113,Developed Open Space to Scrub/Shrub,0,0,0
114,Developed Open Space to Palustrine Forested Wetland,0,0,0
115,Developed Open Space to Palustrine Scrub/Shrub Wetland,0,0,0
116,Developed Open Space to Palustrine Emergent Wetland,0,0,0
117,Developed Open Space to Estuarine Forested Wetland,0,0,0
118,Developed Open Space to Estuarine Scrub/Shrub Wetland,0,0,0
119,Developed Open Space to Estuarine Emergent Wetland,0,0,0
120,Developed Open Space to Unconsolidated Shore,0,0,0
121,Developed Open Space to Bare Land,0,0,0
122,Developed Open Space to Water,0,0,0
123,Developed Open Space to Palustrine Aquatic Bed,0,0,0
124,Developed Open Space to Estuarine Aquatic Bed,0,0,0
125,Developed Open Space to Tundra,0,0,0
126,Developed Open Space to Snow/Ice,0,0,0
127,Cultivated to Unclassified,0,0,0
128,Cultivated to High Intensity Developed,0,2,0
129,Cultivated to Medium Intensity Developed,0,6,0
130,Cultivated to Low Intensity Developed,0,3,0
131,Cultivated to Developed Open Space,0,0,0
132,Cultivated to Cultivated,0,3585,4316
133,Cultivated to Pasture/Hay,0,0,0
134,Cultivated to Grassland,0,0,0
135,Cultivated to Deciduous Forest,0,0,0
136,Cultivated to Evergreen Forest,0,0,0
137,Cultivated to Mixed Forest,0,0,0
138,Cultivated to Scrub/Shrub,0,1,0
139,Cultivated to Palustrine Forested Wetland,0,0,0
140,Cultivated to Palustrine Scrub/Shrub Wetland,0,7,23
141,Cultivated to Palustrine Emergent Wetland,0,2,9
142,Cultivated to Estuarine Forested Wetland,0,0,0
143,Cultivated to Estuarine Scrub/Shrub Wetland,0,0,0
144,Cultivated to Estuarine Emergent Wetland,0,0,0
145,Cultivated to Unconsolidated Shore,0,0,0
146,Cultivated to Bare Land,0,0,0
147,Cultivated to Water,0,0,0
148,Cultivated to Palustrine Aquatic Bed,0,0,0
149,Cultivated to Estuarine Aquatic Bed,0,0,0
150,Cultivated to Tundra,0,0,0
151,Cultivated to Snow/Ice,0,0,0
152,Pasture/Hay to Unclassified,0,0,0
153,Pasture/Hay to High Intensity Developed,0,15,44
154,Pasture/Hay to Medium Intensity Developed,0,75,202
155,Pasture/Hay to Low Intensity Developed,0,79,217
156,Pasture/Hay to Developed Open Space,0,22,82
157,Pasture/Hay to Cultivated,0,34,84
158,Pasture/Hay to Pasture/Hay,0,10975,4003
159,Pasture/Hay to Grassland,0,69,189
160,Pasture/Hay to Deciduous Forest,0,0,0
161,Pasture/Hay to Evergreen Forest,0,0,0
162,Pasture/Hay to Mixed Forest,0,0,0
163,Pasture/Hay to Scrub/Shrub,0,75,289
164,Pasture/Hay to Palustrine Forested Wetland,0,0,0
165,Pasture/Hay to Palustrine Scrub/Shrub Wetland,0,6,72
166,Pasture/Hay to Palustrine Emergent Wetland,0,0,9
167,Pasture/Hay to Estuarine Forested Wetland,0,0,0
168,Pasture/Hay to Estuarine Scrub/Shrub Wetland,0,0,0
169,Pasture/Hay to Estuarine Emergent Wetland,0,0,0
170,Pasture/Hay to Unconsolidated Shore,0,0,0
171,Pasture/Hay to Bare Land,0,0,0
172,Pasture/Hay to Water,0,6,45
173,Pasture/Hay to Palustrine Aquatic Bed,0,0,0
174,Pasture/Hay to Estuarine Aquatic Bed,0,0,0
175,Pasture/Hay to Tundra,0,0,0
176,Pasture/Hay to Snow/Ice,0,0,0
177,Grassland to Unclassified,0,0,0
178,Grassland to High Intensity Developed,0,4,9
179,Grassland to Medium Intensity Developed,0,70,56
180,Grassland to Low Intensity Developed,0,98,100
181,Grassland to Developed Open Space,0,65,51
182,Grassland to Cultivated,0,27,22
183,Grassland to Pasture/Hay,0,86,184
184,Grassland to Grassland,0,8958,12608
185,Grassland to Deciduous Forest,0,1,0
186,Grassland to Evergreen Forest,0,7,687
187,Grassland to Mixed Forest,0,0,1
188,Grassland to Scrub/Shrub,0,280,6670
189,Grassland to Palustrine Forested Wetland,0,0,0
190,Grassland to Palustrine Scrub/Shrub Wetland,0,7,43
191,Grassland to Palustrine Emergent Wetland,0,1,14
192,Grassland to Estuarine Forested Wetland,0,0,0
193,Grassland to Estuarine Scrub/Shrub Wetland,0,0,0
194,Grassland to Estuarine Emergent Wetland,0,0,0
195,Grassland to Unconsolidated Shore,0,0,0
196,Grassland to Bare Land,0,13,1
197,Grassland to Water,0,0,3
198,Grassland to Palustrine Aquatic Bed,0,0,0
199,Grassland to Estuarine Aquatic Bed,0,0,0
200,Grassland to Tundra,0,0,0
201,Grassland to Snow/Ice,0,0,0
202,Deciduous Forest to Unclassified,0,0,0
203,Deciduous Forest to High Intensity Developed,0,0,0
204,Deciduous Forest to Medium Intensity Developed,0,0,0
205,Deciduous Forest to Low Intensity Developed,0,0,0
206,Deciduous Forest to Developed Open Space,0,0,0
207,Deciduous Forest to Cultivated,0,0,0
208,Deciduous Forest to Pasture/Hay,0,0,0
209,Deciduous Forest to Grassland,0,1,1
210,Deciduous Forest to Deciduous Forest,0,1917,335
211,Deciduous Forest to Evergreen Forest,0,0,0
212,Deciduous Forest to Mixed Forest,0,0,0
213,Deciduous Forest to Scrub/Shrub,0,19,10
214,Deciduous Forest to Palustrine Forested Wetland,0,0,0
215,Deciduous Forest to Palustrine Scrub/Shrub Wetland,0,0,0
216,Deciduous Forest to Palustrine Emergent Wetland,0,0,0
217,Deciduous Forest to Estuarine Forested Wetland,0,0,0
218,Deciduous Forest to Estuarine Scrub/Shrub Wetland,0,0,0
219,Deciduous Forest to Estuarine Emergent Wetland,0,0,0
220,Deciduous Forest to Unconsolidated Shore,0,0,0
221,Deciduous Forest to Bare Land,0,0,0
222,Deciduous Forest to Water,0,0,0
223,Deciduous Forest to Palustrine Aquatic Bed,0,0,0
224,Deciduous Forest to Estuarine Aquatic Bed,0,0,0
225,Deciduous Forest to Tundra,0,0,0
226,Deciduous Forest to Snow/Ice,0,0,0
227,Evergreen Forest to Unclassified,0,0,0
228,Evergreen Forest to High Intensity Developed,0,35,42
229,Evergreen Forest to Medium Intensity Developed,0,159,65
230,Evergreen Forest to Low Intensity Developed,0,403,145
231,Evergreen Forest to Developed Open Space,0,112,18
232,Evergreen Forest to Cultivated,0,8,11
233,Evergreen Forest to Pasture/Hay,0,63,42
234,Evergreen Forest to Grassland,0,883,2220
235,Evergreen Forest to Deciduous Forest,0,0,0
236,Evergreen Forest to Evergreen Forest,0,67831,82390
237,Evergreen Forest to Mixed Forest,0,0,0
238,Evergreen Forest to Scrub/Shrub,0,1851,6248
239,Evergreen Forest to Palustrine Forested Wetland,0,0,0
240,Evergreen Forest to Palustrine Scrub/Shrub Wetland,0,33,11
241,Evergreen Forest to Palustrine Emergent Wetland,0,13,3
242,Evergreen Forest to Estuarine Forested Wetland,0,0,0
243,Evergreen Forest to Estuarine Scrub/Shrub Wetland,0,0,0
244,Evergreen Forest to Estuarine Emergent Wetland,0,0,0
245,Evergreen Forest to Unconsolidated Shore,0,0,0
246,Evergreen Forest to Bare Land,0,119,75
247,Evergreen Forest to Water,0,3,0
248,Evergreen Forest to Palustrine Aquatic Bed,0,0,0
249,Evergreen Forest to Estuarine Aquatic Bed,0,0,0
250,Evergreen Forest to Tundra,0,0,0
251,Evergreen Forest to Snow/Ice,0,0,0
252,Mixed Forest to Unclassified,0,0,0
253,Mixed Forest to High Intensity Developed,0,0,1
254,Mixed Forest to Medium Intensity Developed,0,0,3
255,Mixed Forest to Low Intensity Developed,0,3,0
256,Mixed Forest to Developed Open Space,0,0,0
257,Mixed Forest to Cultivated,0,0,0
258,Mixed Forest to Pasture/Hay,0,2,5
259,Mixed Forest to Grassland,0,23,3
260,Mixed Forest to Deciduous Forest,0,0,0
261,Mixed Forest to Evergreen Forest,0,0,0
262,Mixed Forest to Mixed Forest,0,3862,580
263,Mixed Forest to Scrub/Shrub,0,37,40
264,Mixed Forest to Palustrine Forested Wetland,0,0,0
265,Mixed Forest to Palustrine Scrub/Shrub Wetland,0,0,0
266,Mixed Forest to Palustrine Emergent Wetland,0,0,0
267,Mixed Forest to Estuarine Forested Wetland,0,0,0
268,Mixed Forest to Estuarine Scrub/Shrub Wetland,0,0,0
269,Mixed Forest to Estuarine Emergent Wetland,0,0,0
270,Mixed Forest to Unconsolidated Shore,0,0,0
271,Mixed Forest to Bare Land,0,0,0
272,Mixed Forest to Water,0,0,0
273,Mixed Forest to Palustrine Aquatic Bed,0,0,0
274,Mixed Forest to Estuarine Aquatic Bed,0,0,0
275,Mixed Forest to Tundra,0,0,0
276,Mixed Forest to Snow/Ice,0,0,0
277,Scrub/Shrub to Unclassified,0,0,0
278,Scrub/Shrub to High Intensity Developed,0,51,27
279,Scrub/Shrub to Medium Intensity Developed,0,140,54
280,Scrub/Shrub to Low Intensity Developed,0,251,183
281,Scrub/Shrub to Developed Open Space,0,150,125
282,Scrub/Shrub to Cultivated,0,32,30
283,Scrub/Shrub to Pasture/Hay,0,304,58
284,Scrub/Shrub to Grassland,0,1326,767
285,Scrub/Shrub to Deciduous Forest,0,1,3
286,Scrub/Shrub to Evergreen Forest,0,80,2523
287,Scrub/Shrub to Mixed Forest,0,0,6
288,Scrub/Shrub to Scrub/Shrub,0,48283,39793
289,Scrub/Shrub to Palustrine Forested Wetland,0,0,0
290,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,0,51,247
291,Scrub/Shrub to Palustrine Emergent Wetland,0,30,7
292,Scrub/Shrub to Estuarine Forested Wetland,0,0,0
293,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0,0,0
294,Scrub/Shrub to Estuarine Emergent Wetland,0,0,0
295,Scrub/Shrub to Unconsolidated Shore,0,0,0
296,Scrub/Shrub to Bare Land,0,190,106
297,Scrub/Shrub to Water,0,16,0
298,Scrub/Shrub to Palustrine Aquatic Bed,0,0,0
299,Scrub/Shrub to Estuarine Aquatic Bed,0,0,0
300,Scrub/Shrub to Tundra,0,0,0
301,Scrub/Shrub to Snow/Ice,0,0,0
302,Palustrine Forested Wetland to Unclassified,0,0,0
303,Palustrine Forested Wetland to High Intensity Developed,0,9,3
304,Palustrine Forested Wetland to Medium Intensity Developed,0,68,29
305,Palustrine Forested Wetland to Low Intensity Developed,0,199,75
306,Palustrine Forested Wetland to Developed Open Space,0,149,86
307,Palustrine Forested Wetland to Cultivated,0,0,0
308,Palustrine Forested Wetland to Pasture/Hay,0,0,0
309,Palustrine Forested Wetland to Grassland,0,243,416
310,Palustrine Forested Wetland to Deciduous Forest,0,0,0
311,Palustrine Forested Wetland to Evergreen Forest,0,0,155
312,Palustrine Forested Wetland to Mixed Forest,0,0,0
313,Palustrine Forested Wetland to Scrub/Shrub,0,48,690
314,Palustrine Forested Wetland to Palustrine Forested Wetland,730,102585,99179
315,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,0,1577,3041
316,Palustrine Forested Wetland to Palustrine Emergent Wetland,5,474,712
317,Palustrine Forested Wetland to Estuarine Forested Wetland,0,0,0
318,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
319,Palustrine Forested Wetland to Estuarine Emergent Wetland,0,0,0
320,Palustrine Forested Wetland to Unconsolidated Shore,0,0,0
321,Palustrine Forested Wetland to Bare Land,0,131,61
322,Palustrine Forested Wetland to Water,0,0,0
323,Palustrine Forested Wetland to Palustrine Aquatic Bed,0,0,0
324,Palustrine Forested Wetland to Estuarine Aquatic Bed,0,0,0
325,Palustrine Forested Wetland to Tundra,0,0,0
326,Palustrine Forested Wetland to Snow/Ice,0,0,0
327,Palustrine Scrub/Shrub Wetland to Unclassified,0,0,0
328,Palustrine Scrub/Shrub Wetland to High Intensity Developed,0,0,4
329,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,0,14,28
330,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,0,35,96
331,Palustrine Scrub/Shrub Wetland to Developed Open Space,0,16,224
332,Palustrine Scrub/Shrub Wetland to Cultivated,0,0,0
333,Palustrine Scrub/Shrub Wetland to Pasture/Hay,0,0,0
334,Palustrine Scrub/Shrub Wetland to Grassland,0,185,215
335,Palustrine Scrub/Shrub Wetland to Deciduous Forest,0,0,0
336,Palustrine Scrub/Shrub Wetland to Evergreen Forest,0,0,1682
337,Palustrine Scrub/Shrub Wetland to Mixed Forest,0,0,0
338,Palustrine Scrub/Shrub Wetland to Scrub/Shrub,0,32,2111
339,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland,0,269,1555
340,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,5,47555,51584
341,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland,0,815,592
342,Palustrine Scrub/Shrub Wetland to Estuarine Forested Wetland,0,0,0
343,Palustrine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
344,Palustrine Scrub/Shrub Wetland to Estuarine Emergent Wetland,0,0,0
345,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0
346,Palustrine Scrub/Shrub Wetland to Bare Land,0,123,51
347,Palustrine Scrub/Shrub Wetland to Water,0,0,0
348,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0
349,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0
350,Palustrine Scrub/Shrub Wetland to Tundra,0,0,0
351,Palustrine Scrub/Shrub Wetland to Snow/Ice,0,0,0
352,Palustrine Emergent Wetland to Unclassified,0,0,0
353,Palustrine Emergent Wetland to High Intensity Developed,0,1,7
354,Palustrine Emergent Wetland to Medium Intensity Developed,0,7,85
355,Palustrine Emergent Wetland to Low Intensity Developed,0,11,58
356,Palustrine Emergent Wetland to Developed Open Space,0,10,39
357,Palustrine Emergent Wetland to Cultivated,0,0,0
358,Palustrine Emergent Wetland to Pasture/Hay,0,0,0
359,Palustrine Emergent Wetland to Grassland,0,6,145
360,Palustrine Emergent Wetland to Deciduous Forest,0,0,0
361,Palustrine Emergent Wetland to Evergreen Forest,0,0,6
362,Palustrine Emergent Wetland to Mixed Forest,0,0,0
363,Palustrine Emergent Wetland to Scrub/Shrub,0,8,35
364,Palustrine Emergent Wetland to Palustrine Forested Wetland,0,117,656
365,Palustrine Emergent Wetland to Palustrine Scrub/Shrub Wetland,0,406,1278
366,Palustrine Emergent Wetland to Palustrine Emergent Wetland,0,12125,16697
367,Palustrine Emergent Wetland to Estuarine Forested Wetland,0,0,0
368,Palustrine Emergent Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
369,Palustrine Emergent Wetland to Estuarine Emergent Wetland,0,0,0
370,Palustrine Emergent Wetland to Unconsolidated Shore,0,0,0
371,Palustrine Emergent Wetland to Bare Land,0,3,73
372,Palustrine Emergent Wetland to Water,0,0,5
373,Palustrine Emergent Wetland to Palustrine Aquatic Bed,0,0,0
374,Palustrine Emergent Wetland to Estuarine Aquatic Bed,0,0,0
375,Palustrine Emergent Wetland to Tundra,0,0,0
376,Palustrine Emergent Wetland to Snow/Ice,0,0,0
377,Estuarine Forested Wetland to Unclassified,0,0,0
378,Estuarine Forested Wetland to High Intensity Developed,0,0,0
379,Estuarine Forested Wetland to Medium Intensity Developed,0,0,0
380,Estuarine Forested Wetland to Low Intensity Developed,0,0,0
381,Estuarine Forested Wetland to Developed Open Space,0,0,0
382,Estuarine Forested Wetland to Cultivated,0,0,0
383,Estuarine Forested Wetland to Pasture/Hay,0,0,0
384,Estuarine Forested Wetland to Grassland,0,0,0
385,Estuarine Forested Wetland to Deciduous Forest,0,0,0
386,Estuarine Forested Wetland to Evergreen Forest,0,0,0
387,Estuarine Forested Wetland to Mixed Forest,0,0,0
388,Estuarine Forested Wetland to Scrub/Shrub,0,0,0
389,Estuarine Forested Wetland to Palustrine Forested Wetland,0,0,0
390,Estuarine Forested Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
391,Estuarine Forested Wetland to Palustrine Emergent Wetland,0,0,0
392,Estuarine Forested Wetland to Estuarine Forested Wetland,0,0,0
393,Estuarine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
394,Estuarine Forested Wetland to Estuarine Emergent Wetland,0,0,0
395,Estuarine Forested Wetland to Unconsolidated Shore,0,0,0
396,Estuarine Forested Wetland to Bare Land,0,0,0
397,Estuarine Forested Wetland to Water,0,0,0
398,Estuarine Forested Wetland to Palustrine Aquatic Bed,0,0,0
399,Estuarine Forested Wetland to Estuarine Aquatic Bed,0,0,0
400,Estuarine Forested Wetland to Tundra,0,0,0
401,Estuarine Forested Wetland to Snow/Ice,0,0,0
402,Estuarine Scrub/Shrub Wetland to Unclassified,0,0,0
403,Estuarine Scrub/Shrub Wetland to High Intensity Developed,0,0,0
404,Estuarine Scrub/Shrub Wetland to Medium Intensity Developed,0,0,0
405,Estuarine Scrub/Shrub Wetland to Low Intensity Developed,0,3,0
406,Estuarine Scrub/Shrub Wetland to Developed Open Space,0,1,0
407,Estuarine Scrub/Shrub Wetland to Cultivated,0,0,0
408,Estuarine Scrub/Shrub Wetland to Pasture/Hay,0,0,0
409,Estuarine Scrub/Shrub Wetland to Grassland,0,0,0
410,Estuarine Scrub/Shrub Wetland to Deciduous Forest,0,0,0
411,Estuarine Scrub/Shrub Wetland to Evergreen Forest,0,0,0
412,Estuarine Scrub/Shrub Wetland to Mixed Forest,0,0,0
413,Estuarine Scrub/Shrub Wetland to Scrub/Shrub,0,0,0
414,Estuarine Scrub/Shrub Wetland to Palustrine Forested Wetland,0,0,0
415,Estuarine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
416,Estuarine Scrub/Shrub Wetland to Palustrine Emergent Wetland,0,0,0
417,Estuarine Scrub/Shrub Wetland to Estuarine Forested Wetland,0,0,0
418,Estuarine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,0,383,1096
419,Estuarine Scrub/Shrub Wetland to Estuarine Emergent Wetland,0,16,124
420,Estuarine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0
421,Estuarine Scrub/Shrub Wetland to Bare Land,0,0,0
422,Estuarine Scrub/Shrub Wetland to Water,0,0,0
423,Estuarine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0
424,Estuarine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0
425,Estuarine Scrub/Shrub Wetland to Tundra,0,0,0
426,Estuarine Scrub/Shrub Wetland to Snow/Ice,0,0,0
427,Estuarine Emergent Wetland to Unclassified,0,0,0
428,Estuarine Emergent Wetland to High Intensity Developed,0,0,1
429,Estuarine Emergent Wetland to Medium Intensity Developed,0,0,4
430,Estuarine Emergent Wetland to Low Intensity Developed,0,5,9
431,Estuarine Emergent Wetland to Developed Open Space,0,18,8
432,Estuarine Emergent Wetland to Cultivated,0,0,0
433,Estuarine Emergent Wetland to Pasture/Hay,0,0,0
434,Estuarine Emergent Wetland to Grassland,0,0,0
435,Estuarine Emergent Wetland to Deciduous Forest,0,0,0
436,Estuarine Emergent Wetland to Evergreen Forest,0,0,0
437,Estuarine Emergent Wetland to Mixed Forest,0,0,0
438,Estuarine Emergent Wetland to Scrub/Shrub,0,0,0
439,Estuarine Emergent Wetland to Palustrine Forested Wetland,0,0,0
440,Estuarine Emergent Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
441,Estuarine Emergent Wetland to Palustrine Emergent Wetland,0,0,0
442,Estuarine Emergent Wetland to Estuarine Forested Wetland,0,0,0
443,Estuarine Emergent Wetland to Estuarine Scrub/Shrub Wetland,0,4,143
444,Estuarine Emergent Wetland to Estuarine Emergent Wetland,0,57427,69586
445,Estuarine Emergent Wetland to Unconsolidated Shore,0,0,0
446,Estuarine Emergent Wetland to Bare Land,0,0,0
447,Estuarine Emergent Wetland to Water,0,0,0
448,Estuarine Emergent Wetland to Palustrine Aquatic Bed,0,0,0
449,Estuarine Emergent Wetland to Estuarine Aquatic Bed,0,0,0
450,Estuarine Emergent Wetland to Tundra,0,0,0
451,Estuarine Emergent Wetland to Snow/Ice,0,0,0
452,Unconsolidated Shore to Unclassified,0,0,0
453,Unconsolidated Shore to High Intensity Developed,0,0,0
454,Unconsolidated Shore to Medium Intensity Developed,0,0,0
455,Unconsolidated Shore to Low Intensity Developed,0,0,0
456,Unconsolidated Shore to Developed Open Space,0,1,0
457,Unconsolidated Shore to Cultivated,0,0,0
458,Unconsolidated Shore to Pasture/Hay,0,0,0
459,Unconsolidated Shore to Grassland,0,0,0
460,Unconsolidated Shore to Deciduous Forest,0,0,0
461,Unconsolidated Shore to Evergreen Forest,0,0,0
462,Unconsolidated Shore to Mixed Forest,0,0,0
463,Unconsolidated Shore to Scrub/Shrub,0,0,0
464,Unconsolidated Shore to Palustrine Forested Wetland,0,0,0
465,Unconsolidated Shore to Palustrine Scrub/Shrub Wetland,0,0,0
466,Unconsolidated Shore to Palustrine Emergent Wetland,0,0,0
467,Unconsolidated Shore to Estuarine Forested Wetland,0,0,0
468,Unconsolidated Shore to Estuarine Scrub/Shrub Wetland,0,0,0
469,Unconsolidated Shore to Estuarine Emergent Wetland,0,0,0
470,Unconsolidated Shore to Unconsolidated Shore,0,1472,777
471,Unconsolidated Shore to Bare Land,0,0,0
472,Unconsolidated Shore to Water,0,0,1
473,Unconsolidated Shore to Palustrine Aquatic Bed,0,0,0
474,Unconsolidated Shore to Estuarine Aquatic Bed,0,0,0
475,Unconsolidated Shore to Tundra,0,0,0
476,Unconsolidated Shore to Snow/Ice,0,0,0
477,Bare Land to Unclassified,0,0,0
478,Bare Land to High Intensity Developed,0,20,23
479,Bare Land to Medium Intensity Developed,0,90,55
480,Bare Land to Low Intensity Developed,0,102,52
481,Bare Land to Developed Open Space,0,12,17
482,Bare Land to Cultivated,0,23,4
483,Bare Land to Pasture/Hay,0,41,38
484,Bare Land to Grassland,0,191,166
485,Bare Land to Deciduous Forest,0,0,0
